"iso","country","year","region","type","consumption","per_capita","percent"
"OMN","Oman",1999,"Middle East and North Africa","Nuclear",0,0,0
"OMN","Oman",1999,"Middle East and North Africa","Oil",0.11372,0.04917,0.40178
"OMN","Oman",1999,"Middle East and North Africa","Other",0,0,0
"OMN","Oman",1999,"Middle East and North Africa","Solar",0,0,0
"OMN","Oman",1999,"Middle East and North Africa","Total",0.28304,0.12239,1
"OMN","Oman",1999,"Middle East and North Africa","Wind",0,0,0
"OMN","Oman",2000,"Middle East and North Africa","Biofuels",NA,NA,NA
"OMN","Oman",2000,"Middle East and North Africa","Coal",1e-05,0,3e-05
"OMN","Oman",2000,"Middle East and North Africa","Hydro",NA,NA,NA
"OMN","Oman",2000,"Middle East and North Africa","Natural Gas",0.27631,0.11787,0.69193
"OMN","Oman",2000,"Middle East and North Africa","Nuclear",NA,NA,NA
"OMN","Oman",2000,"Middle East and North Africa","Oil",0.12301,0.05247,0.30804
"OMN","Oman",2000,"Middle East and North Africa","Other",0,0,0
"OMN","Oman",2000,"Middle East and North Africa","Solar",0,0,0
"OMN","Oman",2000,"Middle East and North Africa","Total",0.39933,0.17034,1
"OMN","Oman",2000,"Middle East and North Africa","Wind",0,0,0
"OMN","Oman",2001,"Middle East and North Africa","Biofuels",NA,NA,NA
"OMN","Oman",2001,"Middle East and North Africa","Coal",1e-05,0,1e-05
"OMN","Oman",2001,"Middle East and North Africa","Hydro",NA,NA,NA
"OMN","Oman",2001,"Middle East and North Africa","Natural Gas",0.30339,0.12776,0.68429
"OMN","Oman",2001,"Middle East and North Africa","Nuclear",NA,NA,NA
"OMN","Oman",2001,"Middle East and North Africa","Oil",0.13997,0.05894,0.3157
"OMN","Oman",2001,"Middle East and North Africa","Other",0,0,0
"OMN","Oman",2001,"Middle East and North Africa","Solar",0,0,0
"OMN","Oman",2001,"Middle East and North Africa","Total",0.44337,0.18671,1
"OMN","Oman",2001,"Middle East and North Africa","Wind",0,0,0
"OMN","Oman",1998,"Middle East and North Africa","Biofuels",NA,NA,NA
"OMN","Oman",1998,"Middle East and North Africa","Coal",0,0,1e-05
"OMN","Oman",1998,"Middle East and North Africa","Hydro",0,0,0
"OMN","Oman",1998,"Middle East and North Africa","Natural Gas",0.15811,0.06935,0.63485
"OMN","Oman",1998,"Middle East and North Africa","Nuclear",0,0,0
"OMN","Oman",1998,"Middle East and North Africa","Oil",0.09094,0.03989,0.36514
"OMN","Oman",1998,"Middle East and North Africa","Other",0,0,0
"OMN","Oman",1998,"Middle East and North Africa","Solar",0,0,0
"OMN","Oman",1998,"Middle East and North Africa","Total",0.24905,0.10924,1
"OMN","Oman",1998,"Middle East and North Africa","Wind",0,0,0
"OMN","Oman",2003,"Middle East and North Africa","Biofuels",NA,NA,NA
"OMN","Oman",2003,"Middle East and North Africa","Coal",0,0,0
"OMN","Oman",2003,"Middle East and North Africa","Hydro",NA,NA,NA
"OMN","Oman",2003,"Middle East and North Africa","Natural Gas",0.3361,0.13822,0.68609
"OMN","Oman",2003,"Middle East and North Africa","Nuclear",NA,NA,NA
"OMN","Oman",2003,"Middle East and North Africa","Oil",0.15377,0.06324,0.31391
"OMN","Oman",2003,"Middle East and North Africa","Other",0,0,0
"OMN","Oman",2003,"Middle East and North Africa","Solar",0,0,0
"OMN","Oman",2003,"Middle East and North Africa","Total",0.48987,0.20146,1
"OMN","Oman",2003,"Middle East and North Africa","Wind",0,0,0
"OMN","Oman",2004,"Middle East and North Africa","Biofuels",NA,NA,NA
"OMN","Oman",2004,"Middle East and North Africa","Coal",3e-05,1e-05,7e-05
"OMN","Oman",2004,"Middle East and North Africa","Hydro",NA,NA,NA
"OMN","Oman",2004,"Middle East and North Africa","Natural Gas",0.35881,0.14534,0.70483
"OMN","Oman",2004,"Middle East and North Africa","Nuclear",NA,NA,NA
"OMN","Oman",2004,"Middle East and North Africa","Oil",0.15023,0.06085,0.29511
"OMN","Oman",2004,"Middle East and North Africa","Other",0,0,0
"OMN","Oman",2004,"Middle East and North Africa","Solar",0,0,0
"OMN","Oman",2004,"Middle East and North Africa","Total",0.50908,0.2062,1
"OMN","Oman",2004,"Middle East and North Africa","Wind",0,0,0
"OMN","Oman",2005,"Middle East and North Africa","Biofuels",NA,NA,NA
"OMN","Oman",2005,"Middle East and North Africa","Coal",1e-05,1e-05,2e-05
"OMN","Oman",2005,"Middle East and North Africa","Hydro",NA,NA,NA
"OMN","Oman",2005,"Middle East and North Africa","Natural Gas",0.39104,0.15547,0.69608
"OMN","Oman",2005,"Middle East and North Africa","Nuclear",NA,NA,NA
"OMN","Oman",2005,"Middle East and North Africa","Oil",0.17073,0.06788,0.3039
"OMN","Oman",2005,"Middle East and North Africa","Other",0,0,0
"OMN","Oman",2005,"Middle East and North Africa","Solar",0,0,0
"OMN","Oman",2005,"Middle East and North Africa","Total",0.56178,0.22335,1
"OMN","Oman",2005,"Middle East and North Africa","Wind",0,0,0
"OMN","Oman",2006,"Middle East and North Africa","Biofuels",NA,NA,NA
"OMN","Oman",2006,"Middle East and North Africa","Coal",0.00013,5e-05,0.00021
"OMN","Oman",2006,"Middle East and North Africa","Hydro",NA,NA,NA
"OMN","Oman",2006,"Middle East and North Africa","Natural Gas",0.43391,0.16945,0.70715
"OMN","Oman",2006,"Middle East and North Africa","Nuclear",NA,NA,NA
"OMN","Oman",2006,"Middle East and North Africa","Oil",0.17956,0.07012,0.29264
"OMN","Oman",2006,"Middle East and North Africa","Other",0,0,0
"OMN","Oman",2006,"Middle East and North Africa","Solar",0,0,0
"OMN","Oman",2006,"Middle East and North Africa","Total",0.6136,0.23963,1
"OMN","Oman",2006,"Middle East and North Africa","Wind",0,0,0
"OMN","Oman",2007,"Middle East and North Africa","Biofuels",NA,NA,NA
"OMN","Oman",2007,"Middle East and North Africa","Coal",3e-05,1e-05,5e-05
"OMN","Oman",2007,"Middle East and North Africa","Hydro",NA,NA,NA
"OMN","Oman",2007,"Middle East and North Africa","Natural Gas",0.43541,0.1671,0.70365
"OMN","Oman",2007,"Middle East and North Africa","Nuclear",NA,NA,NA
"OMN","Oman",2007,"Middle East and North Africa","Oil",0.18335,0.07037,0.2963
"OMN","Oman",2007,"Middle East and North Africa","Other",0,0,0
"OMN","Oman",2007,"Middle East and North Africa","Solar",0,0,0
"OMN","Oman",2007,"Middle East and North Africa","Total",0.6188,0.23748,1
"OMN","Oman",2007,"Middle East and North Africa","Wind",0,0,0
"OMN","Oman",2008,"Middle East and North Africa","Biofuels",NA,NA,NA
"OMN","Oman",2008,"Middle East and North Africa","Coal",5e-05,2e-05,7e-05
"OMN","Oman",2008,"Middle East and North Africa","Hydro",NA,NA,NA
"OMN","Oman",2008,"Middle East and North Africa","Natural Gas",0.48169,0.1817,0.66641
"OMN","Oman",2008,"Middle East and North Africa","Nuclear",NA,NA,NA
"OMN","Oman",2008,"Middle East and North Africa","Oil",0.24108,0.09094,0.33352
"OMN","Oman",2008,"Middle East and North Africa","Other",0,0,0
"OMN","Oman",2008,"Middle East and North Africa","Solar",0,0,0
"OMN","Oman",2008,"Middle East and North Africa","Total",0.72282,0.27266,1
"OMN","Oman",2008,"Middle East and North Africa","Wind",0,0,0
"OMN","Oman",2009,"Middle East and North Africa","Biofuels",NA,NA,NA
"OMN","Oman",2009,"Middle East and North Africa","Coal",6e-05,2e-05,8e-05
"OMN","Oman",2009,"Middle East and North Africa","Hydro",NA,NA,NA
"OMN","Oman",2009,"Middle East and North Africa","Natural Gas",0.48771,0.1808,0.6801
"OMN","Oman",2009,"Middle East and North Africa","Nuclear",NA,NA,NA
"OMN","Oman",2009,"Middle East and North Africa","Oil",0.22935,0.08502,0.31982
"OMN","Oman",2009,"Middle East and North Africa","Other",0,0,0
"OMN","Oman",2009,"Middle East and North Africa","Solar",0,0,0
"OMN","Oman",2009,"Middle East and North Africa","Total",0.71711,0.26584,1
"OMN","Oman",2009,"Middle East and North Africa","Wind",0,0,0
"OMN","Oman",2010,"Middle East and North Africa","Biofuels",NA,NA,NA
"OMN","Oman",2010,"Middle East and North Africa","Coal",0.00124,0.00043,0.00145
"OMN","Oman",2010,"Middle East and North Africa","Hydro",NA,NA,NA
"OMN","Oman",2010,"Middle East and North Africa","Natural Gas",0.58971,0.20462,0.69138
"OMN","Oman",2010,"Middle East and North Africa","Nuclear",NA,NA,NA
"OMN","Oman",2010,"Middle East and North Africa","Oil",0.262,0.09091,0.30717
"OMN","Oman",2010,"Middle East and North Africa","Other",0,0,0
"OMN","Oman",2010,"Middle East and North Africa","Solar",0,0,0
"OMN","Oman",2010,"Middle East and North Africa","Total",0.85295,0.29597,1
"OMN","Oman",2010,"Middle East and North Africa","Wind",0,0,0
"OMN","Oman",2011,"Middle East and North Africa","Biofuels",NA,NA,NA
"OMN","Oman",2011,"Middle East and North Africa","Coal",0.00043,0.00013,0.00046
"OMN","Oman",2011,"Middle East and North Africa","Hydro",NA,NA,NA
"OMN","Oman",2011,"Middle East and North Africa","Natural Gas",0.65097,0.20299,0.69632
"OMN","Oman",2011,"Middle East and North Africa","Nuclear",NA,NA,NA
"OMN","Oman",2011,"Middle East and North Africa","Oil",0.28347,0.08839,0.30322
"OMN","Oman",2011,"Middle East and North Africa","Other",0,0,0
"OMN","Oman",2011,"Middle East and North Africa","Solar",0,0,0
"OMN","Oman",2011,"Middle East and North Africa","Total",0.93486,0.29152,1
"OMN","Oman",2011,"Middle East and North Africa","Wind",0,0,0
"OMN","Oman",2012,"Middle East and North Africa","Biofuels",NA,NA,NA
"OMN","Oman",2012,"Middle East and North Africa","Coal",0.00129,0.00037,0.00127
"OMN","Oman",2012,"Middle East and North Africa","Hydro",NA,NA,NA
"OMN","Oman",2012,"Middle East and North Africa","Natural Gas",0.70976,0.20075,0.69592
"OMN","Oman",2012,"Middle East and North Africa","Nuclear",NA,NA,NA
"OMN","Oman",2012,"Middle East and North Africa","Oil",0.30884,0.08735,0.30281
"OMN","Oman",2012,"Middle East and North Africa","Other",0,0,0
"OMN","Oman",2012,"Middle East and North Africa","Solar",0,0,0
"OMN","Oman",2012,"Middle East and North Africa","Total",1.01989,0.28846,1
"OMN","Oman",2012,"Middle East and North Africa","Wind",0,0,0
"OMN","Oman",2013,"Middle East and North Africa","Biofuels",NA,NA,NA
"OMN","Oman",2013,"Middle East and North Africa","Coal",0.00188,0.00049,0.00165
"OMN","Oman",2013,"Middle East and North Africa","Hydro",NA,NA,NA
"OMN","Oman",2013,"Middle East and North Africa","Natural Gas",0.78219,0.20494,0.68436
"OMN","Oman",2013,"Middle East and North Africa","Nuclear",NA,NA,NA
"OMN","Oman",2013,"Middle East and North Africa","Oil",0.35886,0.09402,0.31398
"OMN","Oman",2013,"Middle East and North Africa","Other",0,0,0
"OMN","Oman",2013,"Middle East and North Africa","Solar",1e-05,0,1e-05
"OMN","Oman",2013,"Middle East and North Africa","Total",1.14295,0.29946,1
"OMN","Oman",2013,"Middle East and North Africa","Wind",0,0,0
"OMN","Oman",2014,"Middle East and North Africa","Biofuels",NA,NA,NA
"OMN","Oman",2014,"Middle East and North Africa","Coal",0.0015,0.00037,0.00132
"OMN","Oman",2014,"Middle East and North Africa","Hydro",NA,NA,NA
"OMN","Oman",2014,"Middle East and North Africa","Natural Gas",0.76731,0.19138,0.67493
"OMN","Oman",2014,"Middle East and North Africa","Nuclear",NA,NA,NA
"OMN","Oman",2014,"Middle East and North Africa","Oil",0.36805,0.0918,0.32374
"OMN","Oman",2014,"Middle East and North Africa","Other",0,0,0
"OMN","Oman",2014,"Middle East and North Africa","Solar",1e-05,0,1e-05
"OMN","Oman",2014,"Middle East and North Africa","Total",1.13687,0.28356,1
"OMN","Oman",2014,"Middle East and North Africa","Wind",0,0,0
"OMN","Oman",2002,"Middle East and North Africa","Biofuels",NA,NA,NA
"OMN","Oman",2002,"Middle East and North Africa","Coal",1e-05,1e-05,3e-05
"OMN","Oman",2002,"Middle East and North Africa","Hydro",NA,NA,NA
"OMN","Oman",2002,"Middle East and North Africa","Natural Gas",0.31103,0.1294,0.65894
"OMN","Oman",2002,"Middle East and North Africa","Nuclear",NA,NA,NA
"OMN","Oman",2002,"Middle East and North Africa","Oil",0.16097,0.06697,0.34103
"OMN","Oman",2002,"Middle East and North Africa","Other",0,0,0
"OMN","Oman",2002,"Middle East and North Africa","Solar",0,0,0
"OMN","Oman",2002,"Middle East and North Africa","Total",0.47201,0.19637,1
"OMN","Oman",2002,"Middle East and North Africa","Wind",0,0,0
"PAK","Pakistan",1991,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",1991,"Asia and the Pacific","Coal",0.08575,0.00072,0.07358
"PAK","Pakistan",1991,"Asia and the Pacific","Hydro",0.19463,0.00163,0.16701
"PAK","Pakistan",1991,"Asia and the Pacific","Natural Gas",0.39709,0.00333,0.34076
"PAK","Pakistan",1991,"Asia and the Pacific","Nuclear",0.00429,4e-05,0.00368
"PAK","Pakistan",1991,"Asia and the Pacific","Oil",0.48357,0.00406,0.41497
"PAK","Pakistan",1991,"Asia and the Pacific","Other",0,0,0
"PAK","Pakistan",1991,"Asia and the Pacific","Solar",0,0,0
"PAK","Pakistan",1991,"Asia and the Pacific","Total",1.16532,0.00978,1
"PAK","Pakistan",1991,"Asia and the Pacific","Wind",0,0,0
"PAK","Pakistan",2003,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",2003,"Asia and the Pacific","Coal",0.12681,0.00076,0.06291
"PAK","Pakistan",2003,"Asia and the Pacific","Hydro",0.25681,0.00154,0.1274
"PAK","Pakistan",2003,"Asia and the Pacific","Natural Gas",0.91981,0.00551,0.45632
"PAK","Pakistan",2003,"Asia and the Pacific","Nuclear",0.01908,0.00011,0.00947
"PAK","Pakistan",2003,"Asia and the Pacific","Oil",0.68126,0.00408,0.33797
"PAK","Pakistan",2003,"Asia and the Pacific","Other",0.01196,7e-05,0.00594
"PAK","Pakistan",2003,"Asia and the Pacific","Solar",0,0,0
"PAK","Pakistan",2003,"Asia and the Pacific","Total",2.01574,0.01208,1
"PAK","Pakistan",2003,"Asia and the Pacific","Wind",0,0,0
"PAK","Pakistan",1992,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",1992,"Asia and the Pacific","Coal",0.08805,0.00072,0.07193
"PAK","Pakistan",1992,"Asia and the Pacific","Hydro",0.21232,0.00173,0.17345
"PAK","Pakistan",1992,"Asia and the Pacific","Natural Gas",0.38958,0.00318,0.31826
"PAK","Pakistan",1992,"Asia and the Pacific","Nuclear",0.00564,5e-05,0.00461
"PAK","Pakistan",1992,"Asia and the Pacific","Oil",0.52852,0.00432,0.43176
"PAK","Pakistan",1992,"Asia and the Pacific","Other",0,0,0
"PAK","Pakistan",1992,"Asia and the Pacific","Solar",0,0,0
"PAK","Pakistan",1992,"Asia and the Pacific","Total",1.2241,0.01,1
"PAK","Pakistan",1992,"Asia and the Pacific","Wind",0,0,0
"PAK","Pakistan",1993,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",1993,"Asia and the Pacific","Coal",0.09244,0.00074,0.06824
"PAK","Pakistan",1993,"Asia and the Pacific","Hydro",0.23349,0.00186,0.17235
"PAK","Pakistan",1993,"Asia and the Pacific","Natural Gas",0.4485,0.00357,0.33106
"PAK","Pakistan",1993,"Asia and the Pacific","Nuclear",0.00415,3e-05,0.00307
"PAK","Pakistan",1993,"Asia and the Pacific","Oil",0.57615,0.00459,0.42529
"PAK","Pakistan",1993,"Asia and the Pacific","Other",0,0,0
"PAK","Pakistan",1993,"Asia and the Pacific","Solar",0,0,0
"PAK","Pakistan",1993,"Asia and the Pacific","Total",1.35473,0.01079,1
"PAK","Pakistan",1993,"Asia and the Pacific","Wind",0,0,0
"PAK","Pakistan",1994,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",1994,"Asia and the Pacific","Coal",0.09177,0.00071,0.06547
"PAK","Pakistan",1994,"Asia and the Pacific","Hydro",0.22916,0.00177,0.16348
"PAK","Pakistan",1994,"Asia and the Pacific","Natural Gas",0.45721,0.00354,0.32617
"PAK","Pakistan",1994,"Asia and the Pacific","Nuclear",0.006,5e-05,0.00428
"PAK","Pakistan",1994,"Asia and the Pacific","Oil",0.61763,0.00478,0.4406
"PAK","Pakistan",1994,"Asia and the Pacific","Other",0,0,0
"PAK","Pakistan",1994,"Asia and the Pacific","Solar",0,0,0
"PAK","Pakistan",1994,"Asia and the Pacific","Total",1.40177,0.01085,1
"PAK","Pakistan",1994,"Asia and the Pacific","Wind",0,0,0
"PAK","Pakistan",1995,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",1995,"Asia and the Pacific","Coal",0.09253,7e-04,0.06258
"PAK","Pakistan",1995,"Asia and the Pacific","Hydro",0.24214,0.00182,0.16378
"PAK","Pakistan",1995,"Asia and the Pacific","Natural Gas",0.46894,0.00352,0.31718
"PAK","Pakistan",1995,"Asia and the Pacific","Nuclear",0.00533,4e-05,0.0036
"PAK","Pakistan",1995,"Asia and the Pacific","Oil",0.66951,0.00503,0.45285
"PAK","Pakistan",1995,"Asia and the Pacific","Other",0,0,0
"PAK","Pakistan",1995,"Asia and the Pacific","Solar",0,0,0
"PAK","Pakistan",1995,"Asia and the Pacific","Total",1.47845,0.01111,1
"PAK","Pakistan",1995,"Asia and the Pacific","Wind",0,0,0
"PAK","Pakistan",1996,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",1996,"Asia and the Pacific","Coal",0.09378,0.00068,0.05956
"PAK","Pakistan",1996,"Asia and the Pacific","Hydro",0.26397,0.00192,0.16763
"PAK","Pakistan",1996,"Asia and the Pacific","Natural Gas",0.50952,0.00371,0.32356
"PAK","Pakistan",1996,"Asia and the Pacific","Nuclear",0.00334,2e-05,0.00212
"PAK","Pakistan",1996,"Asia and the Pacific","Oil",0.70412,0.00513,0.44714
"PAK","Pakistan",1996,"Asia and the Pacific","Other",0,0,0
"PAK","Pakistan",1996,"Asia and the Pacific","Solar",0,0,0
"PAK","Pakistan",1996,"Asia and the Pacific","Total",1.57474,0.01147,1
"PAK","Pakistan",1996,"Asia and the Pacific","Wind",0,0,0
"PAK","Pakistan",1997,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",1997,"Asia and the Pacific","Coal",0.08767,0.00062,0.05759
"PAK","Pakistan",1997,"Asia and the Pacific","Hydro",0.19637,0.00139,0.12899
"PAK","Pakistan",1997,"Asia and the Pacific","Natural Gas",0.50801,0.00359,0.3337
"PAK","Pakistan",1997,"Asia and the Pacific","Nuclear",0.0046,3e-05,0.00302
"PAK","Pakistan",1997,"Asia and the Pacific","Oil",0.72573,0.00513,0.4767
"PAK","Pakistan",1997,"Asia and the Pacific","Other",0,0,0
"PAK","Pakistan",1997,"Asia and the Pacific","Solar",0,0,0
"PAK","Pakistan",1997,"Asia and the Pacific","Total",1.52238,0.01077,1
"PAK","Pakistan",1997,"Asia and the Pacific","Wind",0,0,0
"PAK","Pakistan",1998,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",1998,"Asia and the Pacific","Coal",0.08776,6e-04,0.05371
"PAK","Pakistan",1998,"Asia and the Pacific","Hydro",0.25663,0.00176,0.15707
"PAK","Pakistan",1998,"Asia and the Pacific","Natural Gas",0.53507,0.00368,0.32749
"PAK","Pakistan",1998,"Asia and the Pacific","Nuclear",0.00402,3e-05,0.00246
"PAK","Pakistan",1998,"Asia and the Pacific","Oil",0.75038,0.00516,0.45927
"PAK","Pakistan",1998,"Asia and the Pacific","Other",0,0,0
"PAK","Pakistan",1998,"Asia and the Pacific","Solar",0,0,0
"PAK","Pakistan",1998,"Asia and the Pacific","Total",1.63386,0.01123,1
"PAK","Pakistan",1998,"Asia and the Pacific","Wind",0,0,0
"PAK","Pakistan",1999,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",1999,"Asia and the Pacific","Coal",0.0878,0.00059,0.05148
"PAK","Pakistan",1999,"Asia and the Pacific","Hydro",0.22892,0.00153,0.13423
"PAK","Pakistan",1999,"Asia and the Pacific","Natural Gas",0.61022,0.00408,0.35782
"PAK","Pakistan",1999,"Asia and the Pacific","Nuclear",0.00081,1e-05,0.00048
"PAK","Pakistan",1999,"Asia and the Pacific","Oil",0.77765,0.00519,0.45599
"PAK","Pakistan",1999,"Asia and the Pacific","Other",0,0,0
"PAK","Pakistan",1999,"Asia and the Pacific","Solar",0,0,0
"PAK","Pakistan",1999,"Asia and the Pacific","Total",1.7054,0.01139,1
"PAK","Pakistan",1999,"Asia and the Pacific","Wind",0,0,0
"PAK","Pakistan",2000,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",2000,"Asia and the Pacific","Coal",0.08491,0.00055,0.04876
"PAK","Pakistan",2000,"Asia and the Pacific","Hydro",0.18691,0.00121,0.10733
"PAK","Pakistan",2000,"Asia and the Pacific","Natural Gas",0.64629,0.00419,0.37111
"PAK","Pakistan",2000,"Asia and the Pacific","Nuclear",0.00966,6e-05,0.00555
"PAK","Pakistan",2000,"Asia and the Pacific","Oil",0.8031,0.0052,0.46115
"PAK","Pakistan",2000,"Asia and the Pacific","Other",0.01065,7e-05,0.00612
"PAK","Pakistan",2000,"Asia and the Pacific","Solar",0,0,0
"PAK","Pakistan",2000,"Asia and the Pacific","Total",1.74152,0.01128,1
"PAK","Pakistan",2000,"Asia and the Pacific","Wind",0,0,0
"PAK","Pakistan",2001,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",2001,"Asia and the Pacific","Coal",0.08813,0.00055,0.04944
"PAK","Pakistan",2001,"Asia and the Pacific","Hydro",0.19346,0.00122,0.10853
"PAK","Pakistan",2001,"Asia and the Pacific","Natural Gas",0.68236,0.00429,0.3828
"PAK","Pakistan",2001,"Asia and the Pacific","Nuclear",0.02117,0.00013,0.01188
"PAK","Pakistan",2001,"Asia and the Pacific","Oil",0.7874,0.00495,0.44173
"PAK","Pakistan",2001,"Asia and the Pacific","Other",0.01002,6e-05,0.00562
"PAK","Pakistan",2001,"Asia and the Pacific","Solar",0,0,0
"PAK","Pakistan",2001,"Asia and the Pacific","Total",1.78254,0.0112,1
"PAK","Pakistan",2001,"Asia and the Pacific","Wind",0,0,0
"PAK","Pakistan",1990,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",1990,"Asia and the Pacific","Coal",0.08662,0.00075,0.07876
"PAK","Pakistan",1990,"Asia and the Pacific","Hydro",0.18188,0.00158,0.16537
"PAK","Pakistan",1990,"Asia and the Pacific","Natural Gas",0.36763,0.00319,0.33428
"PAK","Pakistan",1990,"Asia and the Pacific","Nuclear",0.00429,4e-05,0.0039
"PAK","Pakistan",1990,"Asia and the Pacific","Oil",0.45937,0.00398,0.41769
"PAK","Pakistan",1990,"Asia and the Pacific","Other",0,0,0
"PAK","Pakistan",1990,"Asia and the Pacific","Solar",0,0,0
"PAK","Pakistan",1990,"Asia and the Pacific","Total",1.09979,0.00953,1
"PAK","Pakistan",1990,"Asia and the Pacific","Wind",0,0,0
"PAK","Pakistan",2002,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",2002,"Asia and the Pacific","Coal",0.09881,0.00061,0.05339
"PAK","Pakistan",2002,"Asia and the Pacific","Hydro",0.21454,0.00131,0.11592
"PAK","Pakistan",2002,"Asia and the Pacific","Natural Gas",0.73978,0.00453,0.39971
"PAK","Pakistan",2002,"Asia and the Pacific","Nuclear",0.01912,0.00012,0.01033
"PAK","Pakistan",2002,"Asia and the Pacific","Oil",0.76751,0.0047,0.41469
"PAK","Pakistan",2002,"Asia and the Pacific","Other",0.01104,7e-05,0.00597
"PAK","Pakistan",2002,"Asia and the Pacific","Solar",0,0,0
"PAK","Pakistan",2002,"Asia and the Pacific","Total",1.85079,0.01134,1
"PAK","Pakistan",2002,"Asia and the Pacific","Wind",0,0,0
"PAK","Pakistan",2016,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",2016,"Asia and the Pacific","Coal",0.22364,0.00105,0.11457
"PAK","Pakistan",2016,"Asia and the Pacific","Hydro",0.33324,0.00156,0.17072
"PAK","Pakistan",2016,"Asia and the Pacific","Natural Gas",0.14299,0.00067,0.07326
"PAK","Pakistan",2016,"Asia and the Pacific","Nuclear",0.04892,0.00023,0.02506
"PAK","Pakistan",2016,"Asia and the Pacific","Oil",1.18385,0.00554,0.60651
"PAK","Pakistan",2016,"Asia and the Pacific","Other",0.00612,3e-05,0.00313
"PAK","Pakistan",2016,"Asia and the Pacific","Solar",0.00432,2e-05,0.00221
"PAK","Pakistan",2016,"Asia and the Pacific","Total",1.95192,0.00914,1
"PAK","Pakistan",2016,"Asia and the Pacific","Wind",0.00885,4e-05,0.00453
"PAK","Pakistan",2004,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",2004,"Asia and the Pacific","Coal",0.14141,0.00083,0.06304
"PAK","Pakistan",2004,"Asia and the Pacific","Hydro",0.27196,0.00159,0.12125
"PAK","Pakistan",2004,"Asia and the Pacific","Natural Gas",1.10436,0.00647,0.49235
"PAK","Pakistan",2004,"Asia and the Pacific","Nuclear",0.02404,0.00014,0.01072
"PAK","Pakistan",2004,"Asia and the Pacific","Oil",0.68888,0.00404,0.30712
"PAK","Pakistan",2004,"Asia and the Pacific","Other",0.01237,7e-05,0.00551
"PAK","Pakistan",2004,"Asia and the Pacific","Solar",0,0,0
"PAK","Pakistan",2004,"Asia and the Pacific","Total",2.24302,0.01314,1
"PAK","Pakistan",2004,"Asia and the Pacific","Wind",0,0,0
"PAK","Pakistan",2005,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",2005,"Asia and the Pacific","Coal",0.15699,9e-04,0.06745
"PAK","Pakistan",2005,"Asia and the Pacific","Hydro",0.31646,0.00181,0.13598
"PAK","Pakistan",2005,"Asia and the Pacific","Natural Gas",1.17397,0.00673,0.50442
"PAK","Pakistan",2005,"Asia and the Pacific","Nuclear",0.0251,0.00014,0.01079
"PAK","Pakistan",2005,"Asia and the Pacific","Oil",0.65482,0.00376,0.28136
"PAK","Pakistan",2005,"Asia and the Pacific","Other",0,0,0
"PAK","Pakistan",2005,"Asia and the Pacific","Solar",0,0,0
"PAK","Pakistan",2005,"Asia and the Pacific","Total",2.32734,0.01335,1
"PAK","Pakistan",2005,"Asia and the Pacific","Wind",0,0,0
"PAK","Pakistan",2006,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",2006,"Asia and the Pacific","Coal",0.16635,0.00093,0.06782
"PAK","Pakistan",2006,"Asia and the Pacific","Hydro",0.30987,0.00174,0.12633
"PAK","Pakistan",2006,"Asia and the Pacific","Natural Gas",1.1995,0.00674,0.48903
"PAK","Pakistan",2006,"Asia and the Pacific","Nuclear",0.0249,0.00014,0.01015
"PAK","Pakistan",2006,"Asia and the Pacific","Oil",0.75218,0.00422,0.30666
"PAK","Pakistan",2006,"Asia and the Pacific","Other",0,0,0
"PAK","Pakistan",2006,"Asia and the Pacific","Solar",0,0,0
"PAK","Pakistan",2006,"Asia and the Pacific","Total",2.45279,0.01377,1
"PAK","Pakistan",2006,"Asia and the Pacific","Wind",0,0,0
"PAK","Pakistan",2007,"Asia and the Pacific","Biofuels",NA,NA,NA
"PAK","Pakistan",2007,"Asia and the Pacific","Coal",0.22762,0.00125,0.08728
"PAK","Pakistan",2007,"Asia and the Pacific","Hydro",0.32247,0.00177,0.12365
"PAK","Pakistan",2007,"Asia and the Pacific","Natural Gas",1.21681,0.00669,0.46659
"PAK","Pakistan",2007,"Asia and the Pacific","Nuclear",0.02264,0.00012,0.00868
"PAK","Pakistan",2007,"Asia and the Pacific","Oil",0.81834,0.0045,0.31379
